claim,claim_label,topic,date_published,count,count2,focus,release
Google News carried an Atlanta Sun Times article about the Orlando shooting several hours prior to the incident.            ,150,politics,17-Jun-16,6,2.449489743,politics,17-Jun-16
"Google's definition for the word ""trap"" includes an example sentence about demonstrators and police.            ",450,politics,3-Aug-16,4,2,politics,3-Aug-16
"GOP presidential candidate Ted Cruz ran a ""Netflix and Chill"" contest on his campaign web site.            ",150,fauxtography,29-Dec-15,3,1.732050808,fauxtography,29-Dec-15
"Governor Paul LePage said that the ""worst possible thing"" you can do for the homeless is to offer them food and shelter.            ",150,politics,18-Dec-15,2,1.414213562,politics,18-Dec-15
"Gravity Payments CEO Dan Price rented his house in order to make ends meet after taking a $900,000 pay cut and raising the minimum salary at his company to $70,000.",450,business,9-Jan-17,6,2.449489743,business,9-Jan-17
Green Card holders are being illegally registered to vote without their knowledge or consent in order to create legal grounds for their deportation.            ,300,politics,6-Feb-17,3,1.732050808,politics,6-Feb-17
Green Party presidential candidate Dr. Jill Stein has stated that she opposes the use of vaccines.            ,150,medical,28-Jul-16,7,2.645751311,medical,28-Jul-16
Groucho Marx made a risquÃ© wisecrack about his cigar to a female You Bet Your Life contestant with 19 children.            ,150,entertainment,15-Feb-01,2,1.414213562,entertainment,15-Feb-01
"H.R. 4919, passed on 8 December 2016, allows the microchipping of ""mentally disabled"" citizens such as patients with autism and Alzheimer's disease.            ",300,politics,17-Dec-16,7,2.645751311,politics,17-Dec-16
"Hacked Twitter DMs reveal that activist DeRay Mckesson planned a ""summer of chaos"" involving protests and riots with Attorney General Loretta Lynch.            ",150,politics,8-Jul-16,15,3.872983346,politics,8-Jul-16
Hacker Guccifer (Marcel LazÄƒr Lehel) is missing from his jail cell.            ,150,politics,5-Jul-16,6,2.449489743,politics,5-Jul-16
"Hackers are inserting ""sexual videos"" into the walls and profiles of your Facebook friends.            ",150,computers,31-Aug-11,3,1.732050808,computers,31-Aug-11
Hackers can extract fingerprints from peace sign selfies and steal people's identities.            ,300,technology,12-Jan-17,9,3,technology,12-Jan-17
Hackers seize control of Facebook accounts to post insulting messages on the walls of friends of those whose accounts they've taken over.            ,150,computers,13-May-12,1,1,computers,13-May-12
Hall of Fame coach John Madden passed away at age 78.            ,150,fake_news,27-Apr-16,2,1.414213562,fake_news,27-Apr-16
"Hamilton' actor Brandon Victor Dixon sent a controversial tweet in 2012, uncovered after he delivered an on-stage speech to Vice President-Elect Mike Pence.",750,fauxtography,21-Nov-16,3,1.732050808,fauxtography,21-Nov-16
"Hanan al-Hroub, whose husband was jailed for providing chemicals used in making bombs that killed Israelis, was invited to speak at a Clinton Global Initiative dinner.            ",750,politics,21-Sep-16,6,2.449489743,politics,21-Sep-16
Hanging plastic bags filled with water will repel flies.            ,0,critter_country,11-Aug-09,1,1,critter_country,11-Aug-09
"Harriet Tubman said: ""I freed a thousand slaves. I could have freed a thousand more if only they knew they were slaves.""",150,politics,21-Apr-16,5,2.236067977,politics,21-Apr-16
"Harrison Ford compared Donald Trump to ""patriots"" such as Indiana Jones, Han Solo, and Jack Ryan.",150,politics,16-Jan-17,3,1.732050808,politics,16-Jan-17
Harry Potter creator J.K. Rowling revealed that lead film actor Daniel Radcliffe is Chinese.,150,viral_phenomena,9-Jan-17,3,1.732050808,viral_phenomena,9-Jan-17
Health care legislation requires that U.S. residents be implanted with RFID microchips.            ,150,medical,6-Apr-10,6,2.449489743,medical,6-Apr-10
"Hillary Clinton ""hired"" a child actor to be ""planted"" in the audience during a Town Hall campaign event.",300,politics,6-Oct-16,3,1.732050808,politics,6-Oct-16
Hillary Clinton accidentally paid ISIS $400 million.,150,fake_news,3-Nov-16,2,1.414213562,fake_news,3-Nov-16
Hillary Clinton aide Huma Abedin has ties to Muslim terrorists and Saudi funders of the 9/11 attacks through her family's business            ,300,politics,2-Nov-16,22,4.69041576,politics,2-Nov-16
"Hillary Clinton and Barack Obama have ""Iranian advisers by their sides at all times.""            ",150,political_news,22-Jul-16,1,1,political_news,22-Jul-16
Hillary Clinton and moderator Lester Holt rigged the first presidential debate by communicating via secret hand signals.,150,politics,28-Sep-16,10,3.16227766,politics,28-Sep-16
"Hillary Clinton and/or members of her 2008 presidential campaign started the ""birther"" movement questioning whether Barack Obama was born in the U.S.",150,politics,16-Sep-16,15,3.872983346,politics,16-Sep-16
Hillary Clinton blamed racism for the death of a gorilla in a Cincinnati zoo.            ,150,fake_news,3-Jun-16,1,1,fake_news,3-Jun-16
"Hillary Clinton called millennial supporters of Bernie Sanders ""basement dwellers.""",300,politics,2-Oct-16,4,2,politics,2-Oct-16
"Hillary Clinton called Muslims ""sand n*ggers"" in an email leaked by Wikileaks.            ",300,politics,11-Oct-16,4,2,politics,11-Oct-16
"Hillary Clinton cancelled a campaign event because of ""bizarre eye movements.""",150,fake_news,21-Sep-16,3,1.732050808,fake_news,21-Sep-16
Hillary Clinton cited Robert F. Kennedy's June 1968 assassination as a reason to remain in the presidential race against Barack Obama in 2008.            ,750,politics,10-Aug-16,5,2.236067977,politics,10-Aug-16
"Hillary Clinton disparaged nurses in the 1990s, remarking that they were just overpaid 'maids' or 'babysitters.'            ",300,politics,19-Aug-16,10,3.16227766,politics,19-Aug-16
Hillary Clinton donned a hijab for a new campaign ad.            ,450,politics,29-Jun-16,8,2.828427125,politics,29-Jun-16
Hillary Clinton experienced a brief seizure while speaking on-camera in June 2016.,300,politics,23-Jul-16,6,2.449489743,politics,23-Jul-16
Hillary Clinton filed for divorce from Bill Clinton in November 2016.,150,fake_news,10-Nov-16,2,1.414213562,fake_news,10-Nov-16
Hillary Clinton had a teleprompter hidden on her lectern during the first presidential debate.,150,fauxtography,30-Sep-16,3,1.732050808,fauxtography,30-Sep-16
"Hillary Clinton has been rated ""most admired woman"" by Gallup polls 21 times.",750,politics,11-Jan-17,4,2,politics,11-Jan-17
Hillary Clinton has never issued a political advertisement touting her own accomplishments.,150,politics,14-Oct-16,4,2,politics,14-Oct-16
Hillary Clinton has proposed a 65% estate tax rate which would force farm families to give up their businesses.            ,300,politics,1-Oct-16,4,2,politics,1-Oct-16
Hillary Clinton is (or was) a member of Monsanto's board of directors.            ,150,politics,8-Feb-16,20,4.472135955,politics,8-Feb-16
"Hillary Clinton is disqualified from holding the office of President under the provisions of U.S. Code Title 18, Section 2071.            ",300,politics,27-May-16,2,1.414213562,politics,27-May-16
Hillary Clinton made a speech calling for Americans to respect and empathize with ISIS.            ,450,politics,20-Sep-16,2,1.414213562,politics,20-Sep-16
"Hillary Clinton once lauded the Trans-Pacific Partnership (which she later opposed) as setting the ""gold standard"" in trade agreements.",750,politics,29-Sep-16,5,2.236067977,politics,29-Sep-16
"Hillary Clinton once said that ""women have always been the primary victims of war.""",750,politics,30-Dec-15,4,2,politics,30-Dec-15
Hillary Clinton proposed assassinating Julian Assange via drone strike to silence WikiLeaks.            ,300,politics,3-Oct-16,13,3.605551275,politics,3-Oct-16
"Hillary Clinton purchased a $12,000 Giorgio Armani jacket to deliver a speech about income inequality.            ",300,politics,8-Jun-16,8,2.828427125,politics,8-Jun-16
Hillary Clinton received her questions for the first presidential debate of 2016 a week in advance.,150,fake_news,27-Sep-16,5,2.236067977,fake_news,27-Sep-16
"Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting ""lock her up.""",150,politics,2-Nov-16,6,2.449489743,politics,2-Nov-16
"Hillary Clinton revealed a classified response window of ""four minutes"" for a U.S. president to launch nuclear weapons.            ",150,politics,20-Oct-16,14,3.741657387,politics,20-Oct-16
"Hillary Clinton said children should be raised and trained by the state, and parents should have only a secondary role.            ",150,politics,29-Feb-16,3,1.732050808,politics,29-Feb-16
"Hillary Clinton said in 2000 that she believed marriage was ""always between a man and a woman.""",750,politics,30-Jul-16,4,2,politics,30-Jul-16
Hillary Clinton said in a speech that Christians in America must deny their faith in Christianity.            ,150,politics,8-Aug-16,3,1.732050808,politics,8-Aug-16
Hillary Clinton said several insulting things about Michelle Obama in a leaked 20 October 2016 e-mail.            ,150,fauxtography,9-Jan-17,4,2,fauxtography,9-Jan-17
Hillary Clinton said that Democratic voters were stupid and easily manipulated.            ,150,politics,22-Dec-15,1,1,politics,22-Dec-15
Hillary Clinton said that she would be 'disappointed' if her daughter Chelsea married a black man.            ,150,politics,10-Sep-16,1,1,politics,10-Sep-16
"Hillary Clinton said that the Supreme Court's purpose was not about ""checks and balances"" but to ""change and shape the law.""",150,politics,10-Oct-16,5,2.236067977,politics,10-Oct-16
Hillary Clinton staged a photo op encounter  with a hiker the day after she lost the 2016 presidential election.            ,300,fauxtography,15-Nov-16,3,1.732050808,fauxtography,15-Nov-16
Hillary Clinton strategist Bob Beckel called for the assassination of Wikileaks founder Julian Assange.            ,450,fauxtography,11-Aug-16,5,2.236067977,fauxtography,11-Aug-16
Hillary Clinton successfully defended an accused child rapist and later laughed about the case.,300,politics,2-May-16,6,2.449489743,politics,2-May-16
Hillary Clinton suggested during a 2013 speech that Donald Trump run for President.,150,fake_news,28-Oct-16,2,1.414213562,fake_news,28-Oct-16
Hillary Clinton threw a violent tantrum after losing the 2016 presidential election.,150,fake_news,15-Nov-16,7,2.645751311,fake_news,15-Nov-16
Hillary Clinton trashed Beyonce using racial slurs at a November 2016 campaign event.            ,150,politics,5-Nov-16,3,1.732050808,politics,5-Nov-16
"Hillary Clinton tweeted that we should #DraftOurDaughters, encouraging women to go to war.            ",150,fauxtography,28-Oct-16,19,4.358898944,fauxtography,28-Oct-16
Hillary Clinton used a green screen to add fake audience members during her August 2016 speech in Nevada.            ,150,fauxtography,31-Aug-16,1,1,fauxtography,31-Aug-16
Hillary Clinton wants to bring an end to the United States as we know it in favor of a 'hemispheric government.',150,political_news,12-Oct-16,2,1.414213562,political_news,12-Oct-16
Hillary Clinton was fired from the House Judiciary Committee's Watergate investigation by Chief Counsel Jerry Zeifman.            ,150,political_news,21-Oct-14,3,1.732050808,political_news,21-Oct-14
Hillary Clinton was named after famed mountain climber Sir Edmund Hillary.            ,150,political_news,10-Jun-03,6,2.449489743,political_news,10-Jun-03
"Hillary Clinton was reported dead on 11 September 2016, but the news was subsequently covered up and she was replaced by a body double.            ",150,fake_news,13-Sep-16,7,2.645751311,fake_news,13-Sep-16
"Hillary Clinton was responsible for the siege on the Branch Davidian compound in Waco, Texas, that ended with 76 civilian deaths.            ",150,fake_news,14-Sep-16,3,1.732050808,fake_news,14-Sep-16
Hillary Clinton will soon be indicted on racketeering charges.            ,150,politics,30-May-16,3,1.732050808,politics,30-May-16
Hillary Clinton wore a 'secret earpiece' at NBC's Commander-In-Chief forum.,150,fauxtography,8-Sep-16,7,2.645751311,fauxtography,8-Sep-16
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,150,fauxtography,27-Sep-16,1,1,fauxtography,27-Sep-16
Hillary Clinton's campaign created a #ManEnough4Hillary ad featuring a male model also associated with a syphilis PSA.            ,150,fauxtography,26-May-16,21,4.582575695,fauxtography,26-May-16
"Hillary Clinton's campaign has been systemically overcharging small donors, including the elderly and poor people.            ",300,politics,16-Sep-16,3,1.732050808,politics,16-Sep-16
Hillary Clinton's campaign made several payments to a company that destroys sensitive data due to an ongoing investigation into her use of e-mail while she was secretary of state.            ,450,political_news,6-May-16,7,2.645751311,political_news,6-May-16
Hillary Clinton's campaign manager Robby Mook deleted most of his tweets due to an FBI investigation.            ,150,politics,29-Oct-16,9,3,politics,29-Oct-16
Hillary Clinton's campaign manipulated a photograph to increase the crowd size at one of Bill Clinton's appearances.            ,150,fauxtography,30-Oct-16,2,1.414213562,fauxtography,30-Oct-16
Hillary Clinton's campaign purchased political ads on the Weather Channel during Hurricane Matthew.,750,political_news,7-Oct-16,4,2,political_news,7-Oct-16
"Hillary Clinton's first name was spelled ""Hilliary"" on election ballots printed for use in Lonoke County, Arkansas.            ",750,politics,5-Nov-16,1,1,politics,5-Nov-16
"Hillary Clinton's running mate Tim Kaine stepped aside as DNC chair in 2011 to allow Clinton supporter Debbie Wasserman Schultz to take the job spot in exchange for a slot on the 2016 ticket; in October 2016,            ",450,politics,29-Jul-16,9,3,politics,29-Jul-16
Hillary Rodham failed her 1973 attempt to pass the District of Columbia bar exam.            ,750,political_news,18-Mar-15,3,1.732050808,political_news,18-Mar-15
"Hitler was named ""Man Of The Year"" by Time Magazine in 1938.            ",750,politics,9-May-16,6,2.449489743,politics,9-May-16
Hitmen who have been hired to kill you change their minds â€” for a fee.            ,150,crime,14-Jan-07,4,2,crime,14-Jan-07
Hockey commentator Don Cherry issued a sardonic comment on Iraqi prisoner abuse.            ,150,political_news,1-Nov-04,5,2.236067977,political_news,1-Nov-04
Hockey's Stanley Cup was once left in a snowbank.,750,sports,30-Sep-02,3,1.732050808,sports,30-Sep-02
Hollywood is going on strike until Donald Trump resigns from the presidency.,150,fake_news,10-Jan-17,10,3.16227766,fake_news,10-Jan-17
Home Depot founder and CEO Bernie Marcus has endorsed Donald Trump for president.,450,politics,6-Jun-16,4,2,politics,6-Jun-16
Home remedies to repel mosquitoes are effective ways to defend yourself from West Nile Virus.            ,150,old_wives_tales,3-Jan-05,3,1.732050808,old_wives_tales,3-Jan-05
Honey and cinnamon possess significant medicinal virtues.            ,450,medical,16-Mar-11,6,2.449489743,medical,16-Mar-11
Hooters Restaurants are offering a special deal to customers who bring in photographs of their exes on Valentine's Day.            ,750,viral_phenomena,29-Jan-16,1,1,viral_phenomena,29-Jan-16
"Hours after Massachusetts legalized recreational marijuana, the state had its first cannabis overdose.            ",150,fake_news,15-Dec-16,3,1.732050808,fake_news,15-Dec-16
House Minority Leader Nancy Pelosi has endorsed Bernie Sanders for president.            ,300,politics,24-May-16,4,2,politics,24-May-16
House speaker Paul Ryan asserted that women who use birth control are committing murder.,150,fake_news,8-Mar-17,4,2,fake_news,8-Mar-17
House Speaker Paul Ryan is conducting a phone survey regarding experiences with the Affordable Care Act.            ,750,politics,21-Nov-16,2,1.414213562,politics,21-Nov-16
HUD is attempting to pass a law banning tiny houses and RV living.            ,150,fauxtography,4-Apr-16,10,3.16227766,fauxtography,4-Apr-16
"Huma Abedin retained deleted e-mails of Hillary Clinton's in a folder marked ""life insurance"" and cut a deal with the FBI.            ",300,politics,31-Oct-16,11,3.31662479,politics,31-Oct-16
Human traffickers are targeting young girls near the Great Lakes Crossing theater with a powdered drug that incapacitates them.            ,150,crime,8-Jan-16,3,1.732050808,crime,8-Jan-16
Human trafficking rings are using job interviews to lure college students.            ,150,crime,5-Jun-15,8,2.828427125,crime,5-Jun-15
"Hyland's Teething Tablets have been discontinued for causing ""adverse events"" in children.",750,medical,22-May-13,5,2.236067977,medical,22-May-13
"Iceland forgave the entire mortgage debt of its population, and a ""media blackout"" prevented Americans from learning about it.",150,politics,4-Feb-16,8,2.828427125,politics,4-Feb-16
Iconic legacy fragrance Chanel No. 5 will be discontinued because the construction of a train track in France threatens its flower supply chain.            ,300,business,6-Dec-16,7,2.645751311,business,6-Dec-16
"If a $1.3 billion dollar Powerball jackpot were shared with every American, we'd all get $4 million each.            ",150,inboxer_rebellion,11-Jan-16,4,2,inboxer_rebellion,11-Jan-16
"If you share a photo of yourself wearing Mickey Mouse ears, Disney Parks will donate $5 to the Make-A-Wish foundation.            ",600,viral_phenomena,22-Feb-16,4,2,viral_phenomena,22-Feb-16
"If you swipe a chipped card debit/credit at a point-of-sale terminal instead of inserting it into the reader, you become liable for any fraudulent transactions.            ",150,business,4-Aug-16,5,2.236067977,business,4-Aug-16
"If you use a real Christmas tree, you run the risk of bringing Lyme disease-transmitting ticks into your home.            ",300,medical,5-Dec-16,14,3.741657387,medical,5-Dec-16
illary Clinton vowed that she wouldÂ shut down the NRA and ban handguns ifÂ she were elected President.,150,politics,22-Oct-16,5,2.236067977,politics,22-Oct-16
Image captures a cheerleader defecating in mid-air as her horrified teammates watch.            ,150,fauxtography,6-Oct-14,3,1.732050808,fauxtography,6-Oct-14
"Image depicts 100,000 bikers in Washington, D.C. at a rally with Donald Trump.            ",300,fauxtography,31-May-16,5,2.236067977,fauxtography,31-May-16
Image depicts a beagle blinded in animal testing carried out by L'Oreal cosmetics.            ,450,fauxtography,26-May-16,12,3.464101615,fauxtography,26-May-16
"Image depicts a huge, inexplicably half-eaten shark found on a Florida beach.            ",450,fauxtography,6-Sep-16,3,1.732050808,fauxtography,6-Sep-16
Image depicts a Swedish girl brutally abducted and raped by three refugees.,150,fauxtography,2-Jun-16,13,3.605551275,fauxtography,2-Jun-16
"Image depicts police in Danville, Virginia, purposely obstructing dash cams by lifting the hoods of their vehicles.            ",300,fauxtography,26-Sep-16,8,2.828427125,fauxtography,26-Sep-16
"Image depicts the Orlando shooter's father, Seddique Mateen, visiting Hillary Clinton at the State Department.            ",300,fauxtography,15-Jun-16,6,2.449489743,fauxtography,15-Jun-16
Image depicts two men known to be posing as gas company workers in an attempt to gain access to homes and rob them.            ,150,fauxtography,19-Dec-16,2,1.414213562,fauxtography,19-Dec-16
Image is a screenshot of a sincere debate between Facebook friends over the Affordable Care Act and Obamacare.            ,0,fauxtography,10-Jan-17,2,1.414213562,fauxtography,10-Jan-17
Image shows a massive Bernie Sanders rally in California.            ,150,fauxtography,9-May-16,9,3,fauxtography,9-May-16
Image shows radioactive seepage spreading across the Pacific Ocean from the Fukushima nuclear plant.            ,150,fauxtography,28-Aug-13,7,2.645751311,fauxtography,28-Aug-13
Images depict scantily clad women taking part in a January 2017 Women's March event.            ,150,fauxtography,24-Jan-17,5,2.236067977,fauxtography,24-Jan-17
Images document a Hamas-organized mass wedding of adult men and pre-pubescent girls in the Gaza Strip.            ,150,fauxtography,27-Sep-09,1,1,fauxtography,27-Sep-09
Images of the World Trade Center fire reveal the face of Satan.  [Urban Legend]             ,0,september_11th,21-Sep-01,4,2,september_11th,21-Sep-01
Images show President Obama disembarking from Marine One with a cell phone or coffee cup in his hand.            ,750,political_news,23-Sep-14,4,2,political_news,23-Sep-14
Images show several large topiary cats created by a retiree and artist named John Brooker.,150,fauxtography,9-Dec-16,4,2,fauxtography,9-Dec-16
Improperly cleaned tanning beds are vectors for sexually transmitted diseases such as herpes.,450,medical,18-Jul-16,7,2.645751311,medical,18-Jul-16
In 1992 Al Sharpton delivered a speech in which he exhorted blacks to kill police.,450,politics,18-Jul-16,2,1.414213562,politics,18-Jul-16
"In 1995, former president George H.W. Bush resigned as a Life Member of the NRA.            ",750,political_news,23-Dec-12,3,1.732050808,political_news,23-Dec-12
"In 2005, Senator Hillary Clinton co-sponsored a bill to make flag burning a punishable offense.            ",750,politics,30-Nov-16,3,1.732050808,politics,30-Nov-16
"In 2012, 80% of murders stemmed from otherwise law-abiding citizens involved in interpersonal disputes.            ",300,politics,11-Jan-16,5,2.236067977,politics,11-Jan-16
"In 2013, Donald Trump extended his best wishes to all, even the ""haters and losers,"" via Twitter on the anniversary of 9/11.",750,politics,12-Sep-16,6,2.449489743,politics,12-Sep-16
In 2016 Halloween will fall on Friday the 13th for the first time in 666 years.            ,150,holidays,8-Oct-14,4,2,holidays,8-Oct-14
"In 2016, police in Canada began adding Arabic writing to the outside of police cruisers.",450,fauxtography,3-Jun-16,2,1.414213562,fauxtography,3-Jun-16
"In 2016, Senate Majority Leader Mitch McConnell said: ""One of my proudest moments was when I told Obama, 'You will not fill this Supreme Court vacancy,'"" and in 2017, he said, ""Apparently there's yet a new standard now, which is not to confirm a Supreme Court nominee at all. I think that's something the American people simply will not tolerate.""",750,politics,2-Feb-17,5,2.236067977,politics,2-Feb-17
"In 2016, Speaker Paul Ryan said free lunches gave children a ""full stomach"" but left them with an ""empty soul.""            ",300,politics,9-Dec-16,4,2,politics,9-Dec-16
"In a dying act of defiance, Polish dancer and Holocaust victim Franceska Mann shot and killed SS officer Josef Schillinger.            ",600,history,9-Mar-17,13,3.605551275,history,9-Mar-17
"In accordance with a requirement of their original Royal Charter, the Hudson's Bay Company of Canada makes annual payments of elk and beaver pelts to the Queen of England.",150,business,15-Jun-01,4,2,business,15-Jun-01
"In August 1997, the Baltimore Orioles deliberately created a lighting malfunction before a game to keep Cal Ripken's consecutive game streak intact.            ",150,entertainment,27-Jun-01,3,1.732050808,entertainment,27-Jun-01
"In December 2016, President Obama signed a bill criminalizing alternative media.            ",300,politics,26-Dec-16,4,2,politics,26-Dec-16
"In July 2016, Massachusetts implemented a new ban on the sale of all semi-automatic rifles.",450,political_news,21-Jul-16,3,1.732050808,political_news,21-Jul-16
"In June 2016, Michigan residents lost the ""right to farm,"" keep chickens, or maintain bee hives due to a change in existing law.            ",150,food,22-Jun-16,6,2.449489743,food,22-Jun-16
"In March 2017, President Trump signed an executive order allocating payments of more than $4,000 to everyone over 65.",150,fake_news,3-Mar-17,3,1.732050808,fake_news,3-Mar-17
"In the 1950s, a Las Vegas hotel completely drained their pool because black entertainer Dorothy Dandridge stuck her toe in the water.  [Urban Legend]           ",0,entertainment,13-Aug-16,1,1,entertainment,13-Aug-16
"In the first 45 days of 2017, 179 children went missing in the state of Indiana.",450,crime,28-Feb-17,8,2.828427125,crime,28-Feb-17
Incarcerated former abortion provider Kermit Gosnell made a surprise appearance at the Democratic National Convention.            ,150,fake_news,28-Jul-16,3,1.732050808,fake_news,28-Jul-16
"Indiana Gov. Mike Pence said homosexuals are ""not as a group able-bodied"" and ""known to carry extremely high rates of disease brought on because of the nature of their sexual practices.""",450,political_news,7-Oct-16,5,2.236067977,political_news,7-Oct-16
"Indiana Governor Mike Pence signed a law banning boys from wearing ""gay"" colors.            ",150,fake_news,29-Apr-16,2,1.414213562,fake_news,29-Apr-16
Indiana-based WNDU accidentally revealed that Indiana's primary was rigged for Hillary Clinton or Donald Trump by prematurely releasing election results.            ,300,politics,28-Apr-16,3,1.732050808,politics,28-Apr-16
"Individuals are legitimately identifying as and calling for acceptance of a new identity known as ""clovergender.""            ",150,politics,6-Jan-17,17,4.123105626,politics,6-Jan-17
"Individuals fleeing danger can request to be ""unlisted"" in a hotel so no one can find them.            ",300,travel,9-Sep-16,5,2.236067977,travel,9-Sep-16
Individuals with a high net worth are ineligible to serve in the military because they are more likely to be insubordinate.            ,300,military,26-Jan-16,9,3,military,26-Jan-16
Infamous Chicago Cubs fan Steve Bartman won $3.7 million after betting that the team would be in the 2016 World Series.,150,fake_news,25-Oct-16,1,1,fake_news,25-Oct-16
Infamous criminal Charles Manson has been found dead in his prison cell.,150,inboxer_rebellion,15-May-15,1,1,inboxer_rebellion,15-May-15
Inspirational Internet postings recount the high and low points in the life of KFC founder Colonel Harland Sanders.            ,450,glurge_gallery,2-Dec-16,5,2.236067977,glurge_gallery,2-Dec-16
"Internet celebrity ""Damn Daniel"" was mugged and robbed of his shoes.            ",150,fake_news,22-Feb-16,2,1.414213562,fake_news,22-Feb-16
Iran's Tasnim News Agency blurred a woman volleyball player out of a photograph because she was in a bikini.,150,fauxtography,10-Aug-16,5,2.236067977,fauxtography,10-Aug-16
ISIS claimed responsibility for the May 2016 Fort McMurray wildfire.            ,300,politics,9-May-16,5,2.236067977,politics,9-May-16
ISIS has issued a fatwa to kill American puppies.            ,150,fake_news,14-Dec-15,2,1.414213562,fake_news,14-Dec-15
Islamic State (ISIS) militants have killed at least 38 babies and children with disabilities or Down syndrome.            ,300,politics,14-Dec-15,7,2.645751311,politics,14-Dec-15
"Israel has banned the sale of Heinz brand ketchup, partially due to the product's use of GMO-derived ingredients.            ",300,food,18-Feb-16,6,2.449489743,food,18-Feb-16
"It costs American taxpayers roughly $200,000 an hour every time President Obama travels in Air Force One to campaign for Hillary Clinton.            ",450,politics,18-Oct-16,8,2.828427125,politics,18-Oct-16
"It is illegal to wear Anonymous (i.e., Guy Fawkes) masks in public in the United States.",150,crime,13-Apr-16,3,1.732050808,crime,13-Apr-16
It is impossible to cancel recurring donations to the Donald Trump presidential campaign.            ,450,politics,8-Aug-16,19,4.358898944,politics,8-Aug-16
It was not physically possible for a single gunman at the Orlando nightclub shooting to have fired as many rounds in the time allotted as reported.            ,150,crime,15-Jun-16,7,2.645751311,crime,15-Jun-16
It's possible to cook corn on the cob in a portable picnic cooler.            ,450,food,26-Oct-11,2,1.414213562,food,26-Oct-11
It's possible to tattoo the whites of your eyes.,750,fake_news,3-Jun-16,8,2.828427125,fake_news,3-Jun-16
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,150,fake_news,3-Mar-17,1,1,fake_news,3-Mar-17
Ivanka Trump disavowed her father Donald Trump during a press conference just before the 2016 presidential election.            ,150,fake_news,8-Nov-16,2,1.414213562,fake_news,8-Nov-16
"Ivanka Trump said that she would ""mace"" her ""father"" during an appearance on a talk show.",150,politics,25-Nov-16,11,3.31662479,politics,25-Nov-16
Jaden Smith stated he wanted tp have his penis removed on his 18th birthday.,150,media_matters,4-Nov-14,2,1.414213562,media_matters,4-Nov-14
"James Dobson said that parents should shoot transgender individuals if they use the ""wrong"" restroom.            ",450,crime,2-Jun-16,2,1.414213562,crime,2-Jun-16
"Janet Reno said in gun control that waiting periods and registration were a ""step,"" but ""prohibition of private firearms"" remained ""the goal"" of such measures.            ",150,politics,8-Jan-16,10,3.16227766,politics,8-Jan-16
"Jay Z rapped the words ""Middle finger to the Lord, n***ga grip I'm a boss"" at a Hillary Clinton rally.            ",150,politics,8-Nov-16,8,2.828427125,politics,8-Nov-16
Jean Hilliard made a full recovery after she was found frozen in sub-zero temperatures.            ,750,medical,18-Feb-15,5,2.236067977,medical,18-Feb-15
"Jeff Foxworthy said that you ""might be a moron"" if you allow refugees to enter the United States.            ",150,politics,10-May-16,1,1,politics,10-May-16
"Jellyfish and lobsters are considered biologically immortal, meaning they donâ€™t age and will never die unless they are killed.            ",450,science,21-Nov-16,11,3.31662479,science,21-Nov-16
Jesus and His disciples are going to be portrayed as homosexual in a soon-to-be-released film.            ,150,political_news,21-Apr-00,4,2,political_news,21-Apr-00
JetBlue is offering free flights to Orlando for family members and partners of the victims of the Pulse Nightclub shooting.            ,750,business,13-Jun-16,2,1.414213562,business,13-Jun-16
Jews are more often the victims of hate crimes than Muslims in the United States.            ,750,crime,17-Dec-15,11,3.31662479,crime,17-Dec-15
JFK donated his entire presidential salary to charity.            ,750,politics,5-Aug-16,9,3,politics,5-Aug-16
JFK smoked cannabis in the White House during his presidency to treat various medical ailments.            ,300,fauxtography,6-Oct-16,6,2.449489743,fauxtography,6-Oct-16
Jill Stein endorsed Donald Trump for President.,150,fauxtography,13-Oct-16,4,2,fauxtography,13-Oct-16
"Jill Stein was arrested and charged with embezzling money raised for 2016 recount efforts in order to throw a ""marijuana dinner party.""            ",150,fake_news,28-Nov-16,6,2.449489743,fake_news,28-Nov-16
"Jill Stein, the Green Part's presidential candidate, is not yet on the ballot in every state.            ",750,politics,2-Aug-16,6,2.449489743,politics,2-Aug-16
"Jimi Hendrix, Jim Morrison, Janis Joplin, and Kurt Cobain all died with white Bic lighters in their pockets.",150,embarrassments,2-Jan-17,9,3,embarrassments,2-Jan-17
Jimmy Carter said that medical marijuana cured his cancer.            ,150,fake_news,8-Dec-15,2,1.414213562,fake_news,8-Dec-15
Jimmy Carter said that the novelty of electing a woman president should not outweigh the duty of electing an honest president.            ,150,politics,17-Jun-16,2,1.414213562,politics,17-Jun-16
"Jimmy John Liautaud, the owner of Jimmy John's Gourmet Sandwiches, is a big game hunter.",750,crime,31-Jul-15,7,2.645751311,crime,31-Jul-15
Jodi Arias was granted an early release from prison after an incident with correctional officers,150,fake_news,6-Oct-16,2,1.414213562,fake_news,6-Oct-16
"Joel Osteen offered to reveal ""God's plan"" to anyone who donated $5,000 to his ministry.",150,religion,4-Jan-17,4,2,religion,4-Jan-17
"John F. Kennedy warned of what would happen ""one day"" after he was ""long gone"" in an eerily predictive manner.",150,questionable_quotes,7-Apr-16,12,3.464101615,questionable_quotes,7-Apr-16
